date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-12-01,21.2,23.13,23.13,21.2,90.05,7.07,44.02,23.13,23.13,23.13,90.05,90.05,90.05,0.04
2017-12-04,25.44,25.44,25.44,25.44,19.78,2.31,9.99,24.285,24.285,24.285,54.92,54.92,54.92,0.01
2017-12-05,27.98,27.98,27.98,27.98,85.9,2.54,9.98,25.517,25.517,25.517,65.24,65.24,65.24,0.04
2017-12-06,30.78,30.78,30.78,30.78,175.18,2.8,10.01,26.833,26.833,26.833,92.73,92.73,92.73,0.08
2017-12-07,33.86,33.86,33.86,33.86,402.05,3.08,10.01,28.238,28.238,28.238,154.59,154.59,154.59,0.19
2017-12-08,37.25,37.25,37.25,37.25,2021.72,3.39,10.01,31.062,29.74,29.74,540.93,465.78,465.78,0.94
2017-12-11,40.98,40.98,40.98,40.98,14857.32,3.73,10.01,34.17,31.346,31.346,3508.43,2521.71,2521.71,6.91
2017-12-12,40.18,40.18,36.88,36.88,106365.26,-4.1,-10.01,35.95,32.038,32.038,24764.31,15502.16,15502.16,49.47
2017-12-13,35.01,35.95,34.68,34.0,80328.03,-2.2,-5.96,36.73,32.331,32.331,40794.88,22705.03,22705.03,37.36
2017-12-14,34.55,35.5,35.23,33.89,72420.59,0.55,1.59,37.004,32.621,32.621,55198.58,27676.59,27676.59,33.68
2017-12-15,34.6,34.7,33.09,33.02,65289.82,-2.14,-6.07,36.172,33.617,32.664,67852.2,34196.57,31095.97,30.37
2017-12-18,33.2,33.3,31.63,31.39,45338.57,-1.46,-4.41,34.302,34.236,32.578,73948.45,38728.44,32282.86,21.09
2017-12-19,31.4,31.98,31.59,31.38,27884.72,-0.04,-0.13,33.244,34.597,32.502,58252.35,41508.33,31944.54,12.97
2017-12-20,31.81,31.82,30.33,29.92,37007.52,-1.26,-3.99,32.374,34.552,32.346,49588.24,45191.56,32306.18,17.21
2017-12-21,30.15,30.66,30.06,29.08,36134.72,-0.27,-0.89,31.34,34.172,32.194,42331.07,48764.83,32561.42,16.81
2017-12-22,30.0,31.28,30.13,29.8,34951.95,0.07,0.23,30.748,33.46,32.065,36263.5,52057.85,32710.82,16.26
2017-12-25,29.7,31.28,31.15,29.3,44213.46,1.02,3.38,30.652,32.477,32.011,36038.47,54993.46,33387.45,20.56
2017-12-26,30.75,33.19,32.05,30.63,64988.56,0.9,2.89,30.744,31.994,32.013,43459.24,50855.79,35143.07,30.23
2017-12-27,32.5,33.8,33.09,32.06,73723.12,1.04,3.25,31.296,31.835,32.07,50802.36,50195.3,37173.6,34.29
2017-12-28,32.56,36.18,35.05,32.4,92554.32,1.96,5.92,32.294,31.817,32.219,62086.28,52208.68,39942.63,43.05
2017-12-29,34.4,34.5,32.08,31.57,67515.08,-2.97,-8.47,32.684,31.716,32.667,68598.91,52431.2,43313.88,31.4
2018-01-02,32.4,35.29,35.29,32.22,45982.0,3.21,10.01,33.512,32.082,33.159,68952.62,52495.55,45611.99,21.39
2018-01-03,36.35,36.37,34.32,33.58,85654.51,-0.97,-2.75,33.966,32.355,33.476,73085.81,58272.52,49890.43,39.84
2018-01-04,33.11,34.53,34.15,33.04,57220.8,-0.17,-0.49,34.178,32.737,33.645,69785.34,60293.85,52742.71,26.61
2018-01-05,34.36,34.6,32.77,32.73,48826.04,-1.38,-4.04,33.722,33.008,33.59,61039.69,61562.98,55163.91,22.71
2018-01-08,33.1,33.55,33.55,31.9,41858.04,0.78,2.38,34.016,33.35,33.405,55908.28,62253.59,57155.72,19.47
2018-01-09,33.15,34.88,34.3,32.86,63715.33,0.75,2.23,33.818,33.665,33.071,59454.94,64203.78,59598.62,29.64
2018-01-10,33.84,33.93,32.72,32.03,45221.63,-1.58,-4.61,33.498,33.732,32.863,51368.37,62227.09,56541.44,21.03
2018-01-11,32.3,33.41,32.61,31.6,34746.54,-0.11,-0.34,33.19,33.684,32.76,46873.52,58329.43,54262.37,16.16
2018-01-12,32.2,32.79,31.33,31.19,33140.68,-1.28,-3.92,32.902,33.312,32.565,43736.44,52388.07,52298.37,15.41
2018-01-15,31.32,31.7,31.0,30.01,30898.57,-0.33,-1.05,32.392,33.204,32.46,41544.55,48726.41,50578.81,14.37
2018-01-16,30.75,32.16,31.93,30.65,34294.62,0.93,3.0,31.918,32.868,32.475,35660.41,47557.68,50026.61,15.95
