date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-10-12,18.54,22.25,22.25,18.54,184.69,6.8,44.01,22.25,22.25,22.25,184.69,184.69,184.69,0.03
2017-10-13,24.48,24.48,24.48,24.48,51.0,2.23,10.02,23.365,23.365,23.365,117.85,117.85,117.85,0.01
2017-10-16,26.93,26.93,26.93,26.93,90.93,2.45,10.01,24.553,24.553,24.553,108.87,108.87,108.87,0.02
2017-10-17,29.62,29.62,29.62,29.62,208.0,2.69,9.99,25.82,25.82,25.82,133.66,133.66,133.66,0.04
2017-10-18,32.58,32.58,32.58,32.58,359.18,2.96,9.99,27.172,27.172,27.172,178.76,178.76,178.76,0.07
2017-10-19,35.84,35.84,35.84,35.84,968.79,3.26,10.01,29.89,28.617,28.617,335.58,310.43,310.43,0.18
2017-10-20,39.42,39.42,39.42,39.42,2253.28,3.58,9.99,32.878,30.16,30.16,776.04,587.98,587.98,0.43
2017-10-23,43.26,43.36,43.36,41.05,246198.44,3.94,9.99,36.164,31.81,31.81,49997.54,31289.29,31289.29,46.45
2017-10-24,43.1,47.36,43.97,41.22,306618.25,0.61,1.41,39.034,33.161,33.161,111279.59,61881.4,61881.4,57.85
2017-10-25,42.0,45.7,43.26,42.0,204347.72,-0.71,-1.61,41.17,34.171,34.171,152077.3,76128.03,76128.03,38.56
2017-10-26,42.52,42.75,39.13,38.93,205897.03,-4.13,-9.55,41.828,35.859,34.622,193062.94,96699.26,87925.21,38.85
2017-10-27,38.7,39.37,38.25,37.88,108708.04,-0.88,-2.25,41.594,37.236,34.924,214353.9,107564.97,89657.11,20.51
2017-10-30,37.88,37.88,35.15,35.1,111887.19,-3.1,-8.11,39.952,38.058,34.942,187491.65,118744.59,91367.12,21.11
2017-10-31,34.68,36.52,35.86,34.68,75941.36,0.71,2.02,38.33,38.682,35.007,141356.27,126317.93,90265.28,14.33
2017-11-01,35.88,36.27,35.87,35.21,68802.43,0.01,0.03,36.852,39.011,35.065,114247.21,133162.25,88834.42,12.98
2017-11-02,35.55,36.56,36.22,34.82,78469.93,0.35,0.98,36.27,39.049,35.137,88761.79,140912.37,88186.64,14.81
2017-11-03,36.2,36.5,35.42,35.26,55254.96,-0.8,-2.21,35.704,38.649,35.154,78071.17,146212.53,86249.48,10.43
2017-11-06,35.68,35.97,35.16,35.0,48352.7,-0.26,-0.73,35.706,37.829,35.154,65364.28,126427.96,84144.11,9.12
2017-11-07,34.99,35.0,34.22,33.52,76229.25,-0.94,-2.67,35.378,36.854,35.105,65421.85,103389.06,83727.54,14.38
2017-11-08,34.08,37.64,37.64,33.88,166839.19,3.42,9.99,35.732,36.292,35.232,85029.21,99638.21,87883.12,31.48
2017-11-09,36.89,37.22,36.98,36.3,110015.61,-0.66,-1.75,35.884,36.077,35.968,91338.34,90050.07,93374.66,20.76
2017-11-10,36.8,37.84,36.94,36.71,89703.6,-0.02,-0.05,36.188,35.946,36.591,98228.07,88149.62,97857.29,16.93
2017-11-13,36.6,37.49,36.29,36.01,65719.12,-0.66,-1.79,36.414,36.06,37.059,101701.35,83532.81,101138.7,12.4
2017-11-14,36.24,36.26,34.67,34.27,70770.67,-1.57,-4.33,36.504,35.941,37.312,100609.64,83015.75,104666.84,13.35
2017-11-15,34.5,34.5,33.89,33.53,44049.04,-0.78,-2.25,35.754,35.743,37.377,76051.61,80540.41,106851.33,8.31
2017-11-16,33.86,34.42,33.2,33.14,40023.67,-0.69,-2.04,34.998,35.441,37.245,62053.22,76695.78,108804.07,7.55
2017-11-17,32.94,33.48,30.53,30.4,61724.98,-2.64,-7.96,33.716,34.952,36.801,56457.5,77342.78,111777.66,11.65
2017-11-20,30.6,30.7,30.69,29.01,34688.91,0.17,0.56,32.596,34.505,36.167,50251.45,75976.4,101202.18,6.55
2017-11-21,30.71,32.49,31.4,30.3,47057.65,0.72,2.35,31.942,34.223,35.539,45508.85,73059.24,88224.15,8.88
2017-11-22,31.0,31.45,30.65,30.42,34185.48,-0.77,-2.45,31.294,33.524,34.908,43536.14,59793.87,79716.04,6.45
2017-11-23,30.74,31.4,30.02,30.0,33281.52,-0.62,-2.02,30.658,32.828,34.453,42187.71,52120.46,71085.26,6.28
2017-11-24,30.03,30.44,29.88,29.5,23964.29,-0.14,-0.47,30.528,32.122,34.034,34635.57,45546.53,66848.08,4.52
2017-11-27,29.75,29.89,28.84,28.8,27725.57,-1.03,-3.45,30.158,31.377,33.719,33242.9,41747.18,62640.0,5.23
2017-11-28,28.95,29.4,29.36,28.95,23835.01,0.53,1.84,29.75,30.846,33.394,28598.37,37053.61,60034.68,4.5
2017-11-29,29.45,29.45,28.45,27.82,35470.45,-0.91,-3.1,29.31,30.302,33.023,28855.37,36195.75,58368.08,6.69
2017-11-30,28.32,28.85,28.34,28.25,23584.85,-0.12,-0.42,28.974,29.816,32.629,26916.03,34551.87,55623.83,4.45
2017-12-01,28.34,28.65,28.5,27.9,21758.64,0.17,0.6,28.698,29.613,32.283,26474.9,30555.24,53949.01,4.11
2017-12-04,28.52,28.52,26.65,26.5,41732.59,-1.87,-6.56,28.26,29.209,31.857,29276.31,31259.61,53618.0,7.87
2017-12-05,26.65,26.87,25.32,24.89,40266.52,-1.31,-4.92,27.452,28.601,31.412,32562.61,30580.49,51819.87,7.6
2017-12-06,25.15,26.17,26.04,25.15,30777.53,0.7,2.76,26.97,28.14,30.832,31624.03,30239.7,45016.79,5.81
2017-12-07,26.09,26.15,25.85,25.61,19654.41,-0.18,-0.69,26.472,27.723,30.276,30837.94,28876.99,40498.73,3.71
2017-12-08,25.84,27.29,26.84,25.57,40288.07,0.96,3.71,26.14,27.419,29.771,34543.82,30509.36,38027.95,7.6
2017-12-11,26.5,27.44,27.09,26.5,29601.47,0.25,0.93,26.228,27.244,29.311,32117.6,30696.95,36222.07,5.59
2017-12-12,26.8,26.98,26.05,25.98,28392.07,-1.04,-3.84,26.374,26.913,28.88,29742.71,31152.66,34103.14,5.36
2017-12-13,26.18,27.44,27.35,26.01,40068.7,1.3,4.99,26.636,26.803,28.553,31600.94,31612.48,33904.12,7.56
2017-12-14,27.18,27.58,27.46,26.88,34173.81,0.11,0.4,26.958,26.715,28.266,34504.82,32671.38,33611.63,6.45
