date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-09-13,8.84,10.61,10.61,8.84,281.96,3.24,43.96,10.61,10.61,10.61,281.96,281.96,281.96,0.03
2017-09-14,11.67,11.67,11.67,11.67,118.0,1.06,9.99,11.14,11.14,11.14,199.98,199.98,199.98,0.01
2017-09-15,12.84,12.84,12.84,12.84,161.0,1.17,10.03,11.707,11.707,11.707,186.99,186.99,186.99,0.02
2017-09-18,14.12,14.12,14.12,14.12,297.74,1.28,9.97,12.31,12.31,12.31,214.68,214.68,214.68,0.03
2017-09-19,15.53,15.53,15.53,15.53,485.87,1.41,9.99,12.954,12.954,12.954,268.91,268.91,268.91,0.05
2017-09-20,17.08,17.08,17.08,17.08,1027.71,1.55,9.98,14.248,13.642,13.642,418.06,395.38,395.38,0.11
2017-09-21,18.79,18.79,18.79,18.79,1986.0,1.71,10.01,15.672,14.377,14.377,791.66,622.61,622.61,0.22
2017-09-22,20.67,20.67,20.67,20.67,3060.68,1.88,10.01,17.238,15.164,15.164,1371.6,927.37,927.37,0.33
2017-09-25,22.74,22.74,22.74,22.74,3959.18,2.07,10.02,18.962,16.006,16.006,2103.89,1264.24,1264.24,0.43
2017-09-26,25.01,25.01,25.01,25.01,25625.0,2.27,9.98,20.858,16.906,16.906,7131.71,3700.31,3700.31,2.78
2017-09-27,25.9,27.51,27.51,25.45,580570.12,2.5,10.0,22.944,18.596,17.87,123040.2,61729.13,56143.02,62.99
2017-09-28,28.23,30.18,26.39,26.23,520296.28,-1.12,-4.07,24.464,20.068,18.58,226702.25,113746.96,94822.46,56.45
2017-09-29,25.78,27.5,24.82,23.9,400882.28,-1.57,-5.95,25.294,21.266,19.06,306266.57,153819.09,118365.52,43.5
2017-10-09,24.2,24.97,24.03,23.08,292749.59,-0.79,-3.18,25.552,22.257,19.415,364024.65,183064.27,130821.53,31.76
2017-10-10,24.0,24.88,24.35,23.8,256441.95,0.32,1.33,25.42,23.139,19.744,410188.04,208659.88,139196.22,27.82
2017-10-11,24.55,26.7,25.95,24.37,374046.78,1.6,6.57,25.108,24.026,20.132,368883.38,245961.79,153874.38,40.58
2017-10-12,25.54,26.1,23.7,23.5,293155.0,-2.25,-8.67,24.57,24.517,20.342,323455.12,275078.69,162067.36,31.81
2017-10-13,24.0,24.45,23.49,23.1,200657.67,-0.21,-0.89,24.304,24.799,20.517,283410.2,294838.39,164211.27,21.77
2017-10-16,24.5,25.0,23.52,23.5,174863.34,0.03,0.13,24.202,24.877,20.675,259832.95,311928.8,164771.9,18.97
2017-10-17,22.22,24.8,24.09,22.03,231334.73,0.57,2.42,24.15,24.785,20.846,254811.5,332499.77,168100.04,25.1
2017-10-18,23.51,23.85,22.87,22.6,169196.06,-1.22,-5.06,23.534,24.321,21.459,213841.36,291362.37,176545.75,18.36
2017-10-19,22.51,25.16,25.16,22.35,186747.83,2.29,10.01,23.826,24.198,22.133,192559.93,258007.52,185877.24,20.26
2017-10-20,27.68,27.68,27.68,27.68,25257.66,2.52,10.02,24.664,24.484,22.875,157479.92,220445.06,187132.07,2.74
2017-10-23,30.45,30.45,30.45,30.45,9445.92,2.77,10.01,26.05,25.126,23.692,124396.44,192114.69,187589.48,1.02
2017-10-24,33.5,33.5,33.4,32.41,712205.75,2.95,9.69,27.912,26.031,24.585,220570.64,237691.07,223175.48,77.27
