date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-12-26,24.5,29.4,29.4,24.5,597.15,8.98,43.98,29.4,29.4,29.4,597.15,597.15,597.15,0.06
2017-12-27,32.34,32.34,32.34,32.34,253.0,2.94,10.0,30.87,30.87,30.87,425.08,425.08,425.08,0.03
2017-12-28,35.57,35.57,35.57,35.57,336.7,3.23,9.99,32.437,32.437,32.437,395.62,395.62,395.62,0.03
2017-12-29,39.13,39.13,39.13,39.13,1504.58,3.56,10.01,34.11,34.11,34.11,672.86,672.86,672.86,0.15
2018-01-02,43.04,43.04,43.04,43.04,27117.87,3.91,9.99,35.896,35.896,35.896,5961.86,5961.86,5961.86,2.71
2018-01-03,45.0,47.0,44.56,42.02,526376.94,1.52,3.53,38.928,37.34,37.34,111117.82,92697.71,92697.71,52.64
2018-01-04,43.39,48.0,46.16,43.15,423058.81,1.6,3.59,41.692,38.6,38.6,195678.98,139892.15,139892.15,42.31
2018-01-05,46.12,47.5,43.63,43.5,332764.78,-2.53,-5.48,43.304,39.229,39.229,262164.6,164001.23,164001.23,33.28
2018-01-08,47.89,47.99,47.99,46.38,392155.31,4.36,9.99,45.076,40.202,40.202,340294.74,189351.68,189351.68,39.22
2018-01-09,48.0,48.75,45.14,44.33,391377.69,-2.85,-5.94,45.496,40.696,40.696,413146.71,209554.28,209554.28,39.14
2018-01-10,43.68,44.63,43.21,42.28,259853.86,-1.93,-4.28,45.226,42.077,40.925,359842.09,235479.95,214126.97,25.99
2018-01-11,42.71,44.8,43.76,41.51,209581.94,0.55,1.27,44.746,43.219,41.161,317146.72,256412.85,213748.22,20.96
2018-01-12,42.95,43.75,41.71,41.64,176277.69,-2.05,-4.68,44.362,43.833,41.203,285849.3,274006.95,210865.87,17.63
2018-01-15,41.0,41.0,39.18,38.51,179853.34,-2.53,-6.07,42.6,43.838,41.059,243388.9,291841.82,208650.69,17.99
2018-01-16,38.91,40.2,39.46,38.9,113379.9,0.28,0.71,41.464,43.48,40.952,187789.35,300468.03,202299.3,11.34
