date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-06-27,18.64,22.36,22.36,18.64,71.0,6.83,43.98,22.36,22.36,22.36,71.0,71.0,71.0,0.04
2017-06-28,24.6,24.6,24.6,24.6,30.0,2.24,10.02,23.48,23.48,23.48,50.5,50.5,50.5,0.02
2017-06-29,27.06,27.06,27.06,27.06,27.0,2.46,10.0,24.673,24.673,24.673,42.67,42.67,42.67,0.01
2017-06-30,29.77,29.77,29.77,29.77,50.93,2.71,10.02,25.948,25.948,25.948,44.73,44.73,44.73,0.03
2017-07-03,32.75,32.75,32.75,32.75,176.0,2.98,10.01,27.308,27.308,27.308,70.99,70.99,70.99,0.09
2017-07-04,36.03,36.03,36.03,36.03,314.0,3.28,10.02,30.042,28.762,28.762,119.59,111.49,111.49,0.16
2017-07-05,39.63,39.63,39.63,39.63,625.49,3.6,9.99,33.048,30.314,30.314,238.68,184.92,184.92,0.31
2017-07-06,43.59,43.59,43.59,43.59,756.33,3.96,9.99,36.354,31.974,31.974,384.55,256.34,256.34,0.38
2017-07-07,47.95,47.95,47.95,45.95,105213.97,4.36,10.0,39.99,33.749,33.749,21417.16,11918.3,11918.3,52.61
2017-07-13,45.12,45.89,43.83,43.16,93235.96,-4.12,-8.59,42.206,34.757,34.757,40029.15,20050.07,20050.07,46.62
2017-07-14,45.15,45.98,44.4,43.9,82644.79,0.57,1.3,43.88,36.961,35.634,56495.31,28307.45,25740.5,41.32
2017-07-17,40.0,40.84,39.96,39.96,56956.77,-4.44,-10.0,43.946,38.497,35.994,67761.56,34000.12,28341.85,28.48
2017-07-18,38.0,38.83,37.84,36.5,54479.62,-2.12,-5.3,42.796,39.575,36.136,78506.22,39445.39,30352.45,27.24
2017-07-19,37.3,37.73,37.45,35.78,45016.74,-0.39,-1.03,40.696,40.343,36.23,66466.78,43941.97,31399.9,22.51
2017-07-20,37.32,38.76,36.24,36.14,46138.02,-1.21,-3.23,39.178,40.692,36.231,57047.19,48538.17,32382.44,23.07
