date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-03-06,14.94,17.93,17.93,14.94,37.0,5.48,44.02,17.93,17.93,17.93,37.0,37.0,37.0,0.01
2017-03-07,19.72,19.72,19.72,19.72,25.38,1.79,9.98,18.825,18.825,18.825,31.19,31.19,31.19,0.01
2017-03-08,21.69,21.69,21.69,21.69,20.0,1.97,9.99,19.78,19.78,19.78,27.46,27.46,27.46,0.01
2017-03-09,23.86,23.86,23.86,23.86,33.57,2.17,10.01,20.8,20.8,20.8,28.99,28.99,28.99,0.01
2017-03-10,26.25,26.25,26.25,26.25,24.0,2.39,10.02,21.89,21.89,21.89,27.99,27.99,27.99,0.01
2017-03-13,28.88,28.88,28.88,28.88,64.57,2.63,10.02,24.08,23.055,23.055,33.5,34.09,34.09,0.02
2017-03-14,31.77,31.77,31.77,31.77,47.14,2.89,10.01,26.49,24.3,24.3,37.86,35.95,35.95,0.02
2017-03-15,34.95,34.95,34.95,34.95,64.0,3.18,10.01,29.142,25.631,25.631,46.66,39.46,39.46,0.02
2017-03-16,38.45,38.45,38.45,38.45,144.0,3.5,10.01,32.06,27.056,27.056,68.74,51.07,51.07,0.05
2017-03-17,42.3,42.3,42.3,42.3,133.0,3.85,10.01,35.27,28.58,28.58,90.54,59.27,59.27,0.04
2017-03-20,46.53,46.53,46.53,46.53,247.0,4.23,10.0,38.8,31.44,30.212,127.03,80.27,76.33,0.08
2017-03-21,51.18,51.18,51.18,51.18,287.0,4.65,9.99,42.682,34.586,31.959,175.0,106.43,93.89,0.1
2017-03-22,56.3,56.3,56.3,56.3,383.75,5.12,10.0,46.952,38.047,33.832,238.95,142.8,116.19,0.13
2017-03-23,61.93,61.93,61.93,61.93,469.57,5.63,10.0,51.648,41.854,35.839,304.06,186.4,141.43,0.16
2017-03-24,68.12,68.12,68.12,68.12,730.71,6.19,9.99,56.812,46.041,37.991,423.61,257.07,180.71,0.24
2017-03-27,74.93,74.93,74.93,74.93,967.99,6.81,10.0,62.492,50.646,40.299,567.8,347.42,229.92,0.32
2017-03-28,82.42,82.42,82.42,82.42,931.87,7.49,10.0,68.74,55.711,42.777,696.78,435.89,271.21,0.31
2017-03-29,90.66,90.66,90.66,90.66,2134.83,8.24,10.0,75.612,61.282,45.437,1046.99,642.97,374.74,0.71
2017-03-30,99.73,99.73,99.73,99.73,28729.27,9.07,10.0,83.172,67.41,48.295,6698.93,3501.5,1867.09,9.58
2017-03-31,106.0,109.7,107.84,106.0,220289.2,8.11,8.13,91.116,73.964,51.272,50610.63,25517.12,12788.19,73.43
2017-04-05,102.0,105.88,102.91,97.06,126581.7,-4.93,-4.57,96.712,79.602,55.521,75733.37,38150.59,19115.43,42.19
2017-04-06,102.9,107.69,100.07,99.5,106788.62,-2.84,-2.76,100.242,84.491,59.538,96904.72,48800.75,24453.59,35.6
2017-04-07,100.2,106.0,102.46,100.2,76014.12,2.39,2.39,102.602,89.107,63.577,111680.58,56363.79,28253.3,25.34
2017-04-10,98.45,99.23,92.21,92.21,67600.33,-10.25,-10.0,101.098,92.135,66.995,119454.79,63076.86,31631.63,22.53
2017-04-11,89.56,92.6,87.78,84.22,75173.74,-4.43,-4.8,97.086,94.101,70.071,90431.7,70521.17,35389.12,25.06
2017-04-12,88.49,91.98,87.9,87.39,57836.39,0.12,0.14,94.084,95.398,73.022,76682.64,76208.01,38277.71,19.28
2017-04-13,86.18,88.98,86.4,84.47,43509.04,-1.5,-1.71,91.35,95.796,75.754,64026.72,80465.72,40450.81,14.5
