date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-05-19,26.84,32.21,32.21,26.84,155.42,9.84,43.99,32.21,32.21,32.21,155.42,155.42,155.42,0.03
2017-05-22,35.43,35.43,35.43,35.43,148.84,3.22,10.0,33.82,33.82,33.82,152.13,152.13,152.13,0.03
2017-05-23,38.97,38.97,38.97,38.97,281.71,3.54,9.99,35.537,35.537,35.537,195.32,195.32,195.32,0.05
2017-05-24,42.87,42.87,42.87,42.87,650.17,3.9,10.01,37.37,37.37,37.37,309.04,309.04,309.04,0.12
2017-05-25,47.16,47.16,47.16,44.51,256569.41,4.29,10.01,39.328,39.328,39.328,51561.11,51561.11,51561.11,48.41
2017-05-26,46.8,51.77,47.97,45.3,248777.16,0.81,1.72,42.48,40.768,40.768,101285.46,84430.45,84430.45,46.94
2017-05-30,52.77,52.77,52.77,52.77,2.0,4.8,10.01,45.948,42.483,42.483,101256.09,72369.24,72369.24,0.0
2017-05-31,50.0,52.77,49.58,49.09,242489.84,1.61,3.36,48.07,43.37,43.37,149697.72,93634.32,93634.32,45.75
2017-06-01,47.02,47.58,44.62,44.62,169532.69,-4.96,-10.0,48.42,43.509,43.509,183474.22,102067.47,102067.47,31.99
2017-06-02,42.31,43.46,42.27,40.4,115464.12,-2.35,-5.27,47.442,43.385,43.385,155253.16,103407.14,103407.14,21.79
2017-06-05,42.87,43.98,41.68,41.58,99380.95,-0.59,-1.4,46.184,44.332,43.23,125373.92,113329.69,103041.12,18.75
2017-06-06,40.0,40.78,40.26,39.5,85968.78,-1.42,-3.41,43.682,44.815,42.983,142567.28,121911.68,101618.42,16.22
2017-06-07,40.25,41.96,41.39,40.02,86166.16,1.13,2.81,42.044,45.057,42.86,111302.54,130500.13,100429.79,16.26
2017-06-08,41.03,41.26,39.75,39.65,84068.6,-1.64,-3.96,41.07,44.745,42.638,94209.72,138841.97,99261.13,15.86
2017-06-09,39.81,40.2,39.97,39.1,46511.52,0.22,0.55,40.61,44.026,42.46,80419.2,117836.18,95744.49,8.78
2017-06-12,39.2,39.35,38.28,38.05,63579.87,-1.69,-4.23,39.93,43.057,42.199,73258.99,99316.45,93734.2,12.0
2017-06-13,38.8,39.29,39.0,38.38,45429.06,0.72,1.88,39.678,41.68,42.011,65151.04,103859.16,90892.72,8.57
2017-06-14,38.95,38.95,38.4,38.24,35676.88,-0.6,-1.54,39.08,40.562,41.81,55053.19,83177.86,87825.18,6.73
