date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-04-17,11.29,13.55,13.55,11.29,70.0,4.14,44.0,13.55,13.55,13.55,70.0,70.0,70.0,0.04
2017-04-18,14.91,14.91,14.91,14.91,13.0,1.36,10.04,14.23,14.23,14.23,41.5,41.5,41.5,0.01
2017-04-19,16.4,16.4,16.4,16.4,9.0,1.49,9.99,14.953,14.953,14.953,30.67,30.67,30.67,0.0
2017-04-20,18.04,18.04,18.04,18.04,25.0,1.64,10.0,15.725,15.725,15.725,29.25,29.25,29.25,0.01
2017-04-21,19.84,19.84,19.84,19.84,76.0,1.8,9.98,16.548,16.548,16.548,38.6,38.6,38.6,0.04
2017-04-24,21.82,21.82,21.82,21.82,220.29,1.98,9.98,18.202,17.427,17.427,68.66,68.88,68.88,0.11
2017-04-25,24.0,24.0,24.0,24.0,172.05,2.18,9.99,20.02,18.366,18.366,100.47,83.62,83.62,0.09
2017-04-26,26.4,26.4,26.4,26.4,138.0,2.4,10.0,22.02,19.37,19.37,126.27,90.42,90.42,0.07
2017-04-27,29.04,29.04,29.04,29.04,466.0,2.64,10.0,24.22,20.444,20.444,214.47,132.15,132.15,0.23
2017-04-28,31.94,31.94,31.94,31.94,408.0,2.9,9.99,26.64,21.594,21.594,280.87,159.73,159.73,0.2
2017-05-02,35.13,35.13,35.13,35.13,702.0,3.19,9.99,29.302,23.752,22.825,377.21,222.93,209.03,0.35
2017-05-03,38.64,38.64,38.64,38.64,1012.0,3.51,9.99,32.23,26.125,24.143,545.2,322.83,275.95,0.51
2017-05-04,42.5,42.5,40.22,39.81,118281.21,1.58,4.09,34.994,28.507,25.379,24173.84,12150.06,9353.27,59.14
2017-05-05,39.21,39.76,37.9,37.74,73752.3,-2.32,-5.77,36.766,30.493,26.274,38831.1,19522.79,13953.2,36.88
2017-05-08,37.3,38.87,37.1,37.1,44467.68,-0.8,-2.11,37.798,32.219,26.995,47643.04,23961.95,15987.5,22.23
2017-05-09,37.0,38.28,37.62,36.6,38033.56,0.52,1.4,38.296,33.799,27.659,55109.35,27743.28,17365.38,19.02
2017-05-10,37.57,37.87,35.98,35.68,50040.71,-1.64,-4.36,37.764,34.997,28.149,64915.09,32730.15,19287.46,25.02
2017-05-11,35.76,37.3,37.01,35.55,41401.41,1.03,2.86,37.122,36.058,28.641,49539.13,36856.49,20516.01,20.7
2017-05-12,36.87,37.77,37.29,36.24,43834.36,0.28,0.76,37.0,36.883,29.096,43555.54,41193.32,21743.29,21.92
2017-05-15,37.48,37.73,36.99,36.8,29276.09,-0.3,-0.81,36.978,37.388,29.491,40517.23,44080.13,22119.93,14.64
2017-05-16,36.75,37.88,37.79,35.89,35331.92,0.8,2.16,37.012,37.654,30.703,39976.9,47543.12,23883.03,17.67
2017-05-17,37.62,38.39,37.64,37.3,37497.16,-0.15,-0.4,37.344,37.554,31.84,37468.19,51191.64,25757.24,18.75
2017-05-18,37.03,37.65,36.59,36.59,25242.35,-1.05,-2.79,37.26,37.191,32.849,34236.38,41887.75,27018.9,12.62
2017-05-19,36.55,36.93,35.74,35.74,20531.19,-0.85,-2.32,36.95,36.975,33.734,29575.74,36565.64,28044.21,10.27
2017-05-22,35.5,35.94,33.48,32.98,28264.03,-2.26,-6.32,36.248,36.613,34.416,29373.33,34945.28,29453.62,14.13
2017-05-23,33.48,34.19,32.14,32.04,26076.45,-1.34,-4.0,35.118,36.065,34.932,27522.24,33749.57,30746.42,13.04
2017-05-24,32.14,32.89,32.62,31.7,19793.34,0.48,1.49,34.114,35.729,35.363,23981.47,30724.83,31727.49,9.9
2017-05-25,32.64,32.65,32.16,31.16,22152.85,-0.46,-1.41,33.228,35.244,35.651,23363.57,28799.97,32828.23,11.08
2017-05-26,32.15,33.47,32.71,32.03,20846.29,0.55,1.71,32.622,34.786,35.835,23426.59,26501.17,33847.25,10.42
2017-05-31,34.22,35.4,32.86,32.85,34475.84,0.15,0.46,32.498,34.373,35.881,24668.95,27021.14,35550.64,17.24
2017-06-01,32.3,32.53,30.7,30.61,25029.44,-2.16,-6.57,32.21,33.664,35.659,24459.55,25990.89,36767.01,12.51
2017-06-02,30.0,31.77,31.6,29.8,22817.58,0.9,2.93,32.006,33.06,35.307,25064.4,24522.94,37857.29,11.41
2017-06-05,32.14,32.65,31.81,31.78,22429.0,0.21,0.67,31.936,32.582,34.887,25119.63,24241.6,33064.68,11.21
2017-06-06,31.35,31.9,31.81,31.31,14372.99,0.0,0.0,31.756,32.189,34.582,23824.97,23625.78,30095.71,7.19
2017-06-07,31.73,32.98,32.85,31.73,21579.44,1.04,3.27,31.754,32.126,34.37,21245.69,22957.32,28951.3,10.79
2017-06-08,32.98,33.25,32.41,32.3,17942.69,-0.44,-1.34,32.096,32.153,34.109,19828.34,22143.95,27946.76,8.97
2017-06-09,32.23,32.56,32.34,31.7,14193.9,-0.07,-0.22,32.244,32.125,33.927,18103.6,21584.0,26154.42,7.1
2017-06-12,32.18,32.3,30.28,30.16,17219.0,-2.06,-6.37,31.938,31.937,33.591,17061.6,21090.62,24945.3,8.61
2017-06-13,30.32,31.71,31.45,30.3,18173.01,1.17,3.86,31.866,31.811,33.299,17821.61,20823.29,23662.23,9.09
2017-06-14,31.3,31.5,31.2,30.75,11823.0,-0.25,-0.8,31.536,31.645,33.009,15870.32,18558.0,22789.57,5.91
2017-06-15,31.19,32.5,32.09,31.19,18999.9,0.89,2.85,31.472,31.784,32.724,16081.76,17955.05,21972.97,9.5
2017-06-16,31.96,32.35,32.0,31.6,16331.0,-0.09,-0.28,31.404,31.824,32.442,16509.18,17306.39,20914.66,8.17
2017-06-19,32.0,32.36,32.3,31.86,10901.0,0.3,0.94,31.808,31.873,32.228,15245.58,16153.59,20197.6,5.45
2017-06-20,32.3,32.54,31.9,31.86,11566.0,-0.4,-1.24,31.898,31.882,32.036,13924.18,15872.89,19749.34,5.78
2017-06-21,31.8,32.08,31.88,31.43,10840.01,-0.02,-0.06,32.034,31.785,31.956,13727.58,14798.95,18878.14,5.42
2017-06-22,31.73,32.0,30.97,30.94,12423.71,-0.91,-2.85,31.81,31.641,31.897,12412.34,14247.05,18195.5,6.21
2017-06-23,30.8,31.15,30.8,29.99,14215.0,-0.17,-0.55,31.57,31.487,31.806,11989.14,14249.16,17916.58,7.11
2017-06-26,30.63,31.3,31.25,30.32,11160.64,0.45,1.46,31.36,31.584,31.761,12041.07,13643.33,17366.97,5.58
2017-06-27,30.97,31.46,31.04,30.91,9539.3,-0.21,-0.67,31.188,31.543,31.677,11635.73,12779.96,16801.62,4.77
2017-06-28,30.98,30.98,30.78,30.5,10308.0,-0.26,-0.84,30.968,31.501,31.573,11529.33,12628.46,15593.23,5.15
2017-06-29,30.7,31.2,31.18,30.65,14669.46,0.4,1.3,31.01,31.41,31.597,11978.48,12195.41,15075.23,7.33
2017-06-30,30.86,31.75,31.03,30.8,18855.39,-0.15,-0.48,31.056,31.313,31.569,12906.56,12447.85,14877.12,9.43
2017-07-03,31.3,31.77,31.6,31.05,14101.46,0.57,1.84,31.126,31.243,31.558,13494.72,12767.9,14460.75,7.05
2017-07-04,31.6,32.34,32.2,31.5,27424.93,0.6,1.9,31.358,31.273,31.578,17071.85,14353.79,15113.34,13.71
2017-07-05,32.2,32.88,32.85,32.0,28081.9,0.65,2.02,31.772,31.37,31.578,20626.63,16077.98,15438.47,14.04
2017-07-06,32.77,33.19,32.97,32.18,23642.93,0.12,0.36,32.13,31.57,31.606,22421.32,17199.9,15723.48,11.82
2017-07-07,32.78,33.8,33.44,32.6,29915.0,0.67,2.04,32.612,31.834,31.661,24633.24,18769.9,16509.53,14.96
2017-07-10,32.9,32.9,31.89,31.85,20773.0,-1.55,-4.63,32.67,31.898,31.741,25967.55,19731.14,16687.23,10.39
2017-07-11,31.85,32.13,31.18,31.08,11431.31,-0.71,-2.23,32.466,31.912,31.728,22768.83,19920.34,16350.15,5.72
2017-07-12,31.19,31.66,31.6,30.36,12333.8,0.42,1.35,32.216,31.994,31.748,19619.21,20122.92,16375.69,6.17
2017-07-13,31.59,31.59,30.52,30.52,12953.0,-1.08,-3.42,31.726,31.928,31.669,17481.22,19951.27,16073.34,6.48
2017-07-14,30.59,30.86,30.35,30.07,10065.35,-0.17,-0.56,31.108,31.86,31.587,13511.29,19072.27,15760.06,5.03
2017-07-17,29.95,29.96,27.32,27.32,17704.0,-3.03,-9.98,30.194,31.432,31.338,12897.49,19432.52,16100.21,8.85
2017-07-18,26.98,27.5,27.0,26.2,13401.0,-0.32,-1.17,29.358,30.912,31.093,13291.43,18030.13,16191.96,6.7
2017-07-19,26.98,27.1,27.0,26.4,9864.0,0.0,0.0,28.438,30.327,30.849,12797.47,16208.34,16143.16,4.93
