date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-03-02,45.24,54.29,54.29,45.24,202.24,16.59,44.01,54.29,54.29,54.29,202.24,202.24,202.24,0.06
2017-03-03,59.72,59.72,59.72,59.72,38.0,5.43,10.0,57.005,57.005,57.005,120.12,120.12,120.12,0.01
2017-03-06,65.69,65.69,65.69,65.69,77.48,5.97,10.0,59.9,59.9,59.9,105.91,105.91,105.91,0.02
2017-03-07,72.26,72.26,72.26,72.26,73.0,6.57,10.0,62.99,62.99,62.99,97.68,97.68,97.68,0.02
2017-03-08,79.49,79.49,79.49,79.49,196.09,7.23,10.01,66.29,66.29,66.29,117.36,117.36,117.36,0.06
2017-03-09,87.44,87.44,87.44,87.44,345.02,7.95,10.0,72.92,69.815,69.815,145.92,155.31,155.31,0.1
2017-03-10,96.18,96.18,96.18,96.18,582.09,8.74,9.99,80.212,73.581,73.581,254.74,216.27,216.27,0.17
2017-03-13,105.8,105.8,105.8,105.8,2676.99,9.62,10.0,88.234,77.609,77.609,774.64,523.86,523.86,0.76
2017-03-14,116.38,116.38,116.38,116.38,6321.54,10.58,10.0,97.058,81.917,81.917,2024.35,1168.05,1168.05,1.81
2017-03-15,127.94,128.02,128.02,124.0,122294.37,11.64,10.0,106.764,86.527,86.527,26444.0,13280.68,13280.68,34.94
2017-03-16,134.0,140.82,140.82,132.0,148194.14,12.8,10.0,117.44,95.18,91.463,56013.83,28079.87,25545.54,42.34
2017-03-17,140.88,146.05,135.0,134.0,171909.72,-5.82,-4.13,125.204,102.708,95.091,90279.35,45267.04,37742.56,49.12
2017-03-20,131.99,134.77,133.03,128.01,85866.31,-1.97,-1.46,130.65,109.442,98.009,106917.22,53845.93,41444.38,24.53
2017-03-21,132.0,139.95,138.63,130.08,97157.98,5.6,4.21,135.1,116.079,100.911,125084.5,63554.43,45423.93,27.76
2017-03-22,136.07,142.48,138.7,135.01,95160.73,0.07,0.05,137.236,122.0,103.43,119657.78,73050.89,48739.71,27.19
2017-03-23,137.0,138.45,131.88,129.2,83723.6,-6.82,-4.92,135.448,126.444,105.208,106763.67,81388.75,50926.21,23.92
2017-03-24,131.89,136.36,133.84,130.26,57466.23,1.96,1.49,135.216,130.21,106.892,83874.97,87077.16,51310.91,16.42
2017-03-27,133.02,133.77,131.4,130.08,45974.98,-2.44,-1.82,134.89,132.77,108.254,75896.7,91406.96,51014.47,13.14
2017-03-28,130.31,133.0,124.87,124.84,60991.72,-6.53,-4.97,132.138,133.619,109.128,68663.45,96873.98,51539.59,17.43
2017-03-29,123.02,124.5,113.71,113.7,76032.03,-11.16,-8.94,127.14,132.188,109.358,64837.71,92247.74,52764.21,21.72
2017-03-30,111.05,114.98,111.78,108.0,53711.19,-1.93,-1.7,123.12,129.284,112.232,58835.23,82799.45,55439.66,15.35
2017-03-31,111.01,112.97,105.15,104.09,48340.29,-6.63,-5.93,117.382,126.299,114.504,57010.04,70442.51,57854.78,13.81
2017-04-05,103.81,111.99,109.8,102.03,46076.62,4.65,4.42,113.062,123.976,116.709,57030.37,66463.54,60154.73,13.16
2017-04-06,109.33,117.7,114.03,108.75,50980.96,4.23,3.85,110.894,121.516,118.797,55028.22,61845.83,62700.13,14.57
2017-04-07,115.0,119.15,115.86,114.99,51797.89,1.83,1.6,111.324,119.232,120.616,50181.39,57509.55,65280.22,14.8
2017-04-10,115.88,117.86,112.15,109.1,36934.76,-3.71,-3.2,111.398,117.259,121.851,46826.1,52830.67,67109.71,10.55
2017-04-11,112.0,116.26,114.32,108.0,33505.09,2.17,1.94,113.232,115.307,122.759,43859.06,50434.55,68755.86,9.57
2017-04-12,113.84,114.45,108.43,108.0,26196.62,-5.89,-5.15,112.958,113.01,122.89,39883.06,48456.72,69931.84,7.48
2017-04-13,107.5,109.97,106.41,105.3,23445.11,-2.02,-1.86,111.434,111.164,122.392,34375.89,44702.06,70788.02,6.7
2017-04-14,106.5,106.99,101.8,101.68,27299.6,-4.61,-4.33,108.622,109.973,121.081,29476.24,39828.81,66038.28,7.8
2017-04-17,96.87,96.87,92.88,92.5,34204.49,-8.92,-8.76,104.768,108.083,118.684,28930.18,37878.14,60338.8,9.77
2017-04-18,93.0,95.87,93.7,91.71,21976.13,0.82,0.88,100.644,106.938,116.619,26624.39,35241.73,52842.12,6.28
2017-04-19,93.85,97.76,97.59,92.01,28446.05,3.89,4.15,98.476,105.717,114.846,27074.28,33478.67,49971.1,8.13
2017-04-20,97.5,98.4,95.85,94.7,20673.99,-1.74,-1.78,96.364,103.899,112.707,26520.05,30447.97,46146.9,5.91
2017-04-21,95.87,96.25,91.88,91.63,23487.56,-3.97,-4.14,94.38,101.501,110.367,25757.64,27616.94,42563.25,6.71
2017-04-24,91.57,91.57,89.9,86.8,18848.66,-1.98,-2.15,93.784,99.276,108.268,22686.48,25808.33,39319.5,5.39
2017-04-25,90.13,92.8,91.63,90.13,16167.23,1.73,1.92,93.37,97.007,106.157,21524.7,24074.54,37254.55,4.62
2017-04-26,91.06,93.47,92.25,91.06,17466.66,0.62,0.68,92.302,95.389,104.199,19328.82,23201.55,35829.13,4.99
2017-04-27,90.89,95.28,94.27,88.02,30975.38,2.02,2.19,91.986,94.175,102.67,21389.1,23954.58,34328.32,8.85
2017-04-28,93.62,95.42,94.0,93.3,18161.97,-0.27,-0.29,92.41,93.395,101.684,20323.98,23040.81,31434.81,5.19
2017-05-02,93.4,94.88,92.24,92.12,12236.64,-1.76,-1.87,92.878,93.331,100.707,19001.58,20844.03,29361.09,3.5
